visitor_id,age,age_group,favorite_event_type,visit_count_2026,feedback_count_2026,avg_rating,engagement_score,data_source
VIS_02430,53,mature,Творческая встреча,4,0,0.0,28.0,synthetic
VIS_02431,29,young,Выставка,1,0,0.0,7.0,synthetic
VIS_02432,38,adult,Лекция,1,1,5.0,37.0,synthetic
VIS_02433,29,young,Концерт,3,0,0.0,21.0,synthetic
VIS_02434,26,young,Выставка,5,1,2.0,50.0,synthetic
VIS_02435,43,adult,Творческая встреча,7,0,0.0,49.0,synthetic
VIS_02436,21,young,Лекция,3,0,0.0,21.0,synthetic
VIS_02437,20,young,Мастер-класс,1,1,5.0,37.0,synthetic
VIS_02438,24,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02439,44,adult,Выставка,2,0,0.0,14.0,synthetic
VIS_02440,31,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_02441,32,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02442,30,adult,Лекция,2,1,2.0,29.0,synthetic
VIS_02443,46,mature,Концерт,2,1,3.0,34.0,synthetic
VIS_02444,41,adult,Лекция,3,0,0.0,21.0,synthetic
VIS_02445,33,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02446,46,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02447,42,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02448,55,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_02449,11,school,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02450,33,adult,Творческая встреча,1,1,4.0,32.0,synthetic
VIS_02451,45,mature,Лекция,2,0,0.0,14.0,synthetic
VIS_02452,42,adult,Выставка,4,0,0.0,28.0,synthetic
VIS_02453,54,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_02454,33,adult,Лекция,12,2,4.0,100.0,synthetic
VIS_02455,18,young,Концерт,2,1,2.0,29.0,synthetic
VIS_02456,21,young,Лекция,5,0,0.0,35.0,synthetic
VIS_02457,46,mature,Концерт,3,0,0.0,21.0,synthetic
VIS_02458,32,adult,Лекция,5,0,0.0,35.0,synthetic
VIS_02459,57,mature,Лекция,6,2,3.5,69.5,synthetic
VIS_02460,41,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_02461,53,mature,Лекция,1,1,5.0,37.0,synthetic
VIS_02462,23,young,Лекция,3,0,0.0,21.0,synthetic
VIS_02463,35,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02464,37,adult,Лекция,1,1,4.0,32.0,synthetic
VIS_02465,35,adult,Выставка,11,1,5.0,100.0,synthetic
VIS_02466,45,mature,Лекция,4,2,4.0,58.0,synthetic
VIS_02467,25,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02468,24,young,Мастер-класс,2,2,2.5,36.5,synthetic
VIS_02469,34,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_02470,55,mature,Лекция,5,0,0.0,35.0,synthetic
VIS_02471,47,mature,Выставка,1,1,4.0,32.0,synthetic
VIS_02472,36,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_02473,21,young,Мастер-класс,2,1,4.0,39.0,synthetic
VIS_02474,43,adult,Лекция,3,1,5.0,51.0,synthetic
VIS_02475,62,senior,Выставка,1,0,0.0,7.0,synthetic
VIS_02476,38,adult,Концерт,2,0,0.0,14.0,synthetic
VIS_02477,28,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02478,65,senior,Выставка,1,0,0.0,7.0,synthetic
VIS_02479,37,adult,Концерт,2,0,0.0,14.0,synthetic
VIS_02480,54,mature,Творческая встреча,3,1,5.0,51.0,synthetic
VIS_02481,54,mature,Лекция,3,0,0.0,21.0,synthetic
VIS_02482,40,adult,Мастер-класс,6,1,4.0,67.0,synthetic
VIS_02483,53,mature,Лекция,2,0,0.0,14.0,synthetic
VIS_02484,55,mature,Лекция,3,0,0.0,21.0,synthetic
VIS_02485,33,adult,Концерт,2,0,0.0,14.0,synthetic
VIS_02486,35,adult,Выставка,4,2,4.0,58.0,synthetic
VIS_02487,42,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_02488,17,school,Лекция,3,0,0.0,21.0,synthetic
VIS_02489,60,senior,Выставка,1,0,0.0,7.0,synthetic
VIS_02490,60,senior,Лекция,1,0,0.0,7.0,synthetic
VIS_02491,41,adult,Концерт,6,0,0.0,42.0,synthetic
VIS_02492,38,adult,Лекция,5,3,4.67,73.4,synthetic
VIS_02493,21,young,Лекция,1,0,0.0,7.0,synthetic
VIS_02494,18,young,Лекция,5,1,4.0,60.0,synthetic
VIS_02495,54,mature,Концерт,5,0,0.0,35.0,synthetic
VIS_02496,38,adult,Творческая встреча,12,1,5.0,100.0,synthetic
VIS_02497,24,young,Выставка,7,2,4.5,81.5,synthetic
VIS_02498,17,school,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02499,36,adult,Концерт,6,0,0.0,42.0,synthetic
VIS_02500,37,adult,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_02501,50,mature,Творческая встреча,4,3,4.67,66.4,synthetic
VIS_02502,26,young,Выставка,1,1,5.0,37.0,synthetic
VIS_02503,53,mature,Творческая встреча,5,1,5.0,65.0,synthetic
VIS_02504,35,adult,Лекция,18,2,5.0,100.0,synthetic
VIS_02505,45,mature,Творческая встреча,7,0,0.0,49.0,synthetic
VIS_02506,53,mature,Творческая встреча,5,2,4.0,65.0,synthetic
VIS_02507,40,adult,Творческая встреча,8,3,3.67,89.4,synthetic
VIS_02508,27,young,Выставка,1,0,0.0,7.0,synthetic
VIS_02509,23,young,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02510,23,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02511,35,adult,Выставка,2,1,4.0,39.0,synthetic
VIS_02512,40,adult,Лекция,2,1,4.0,39.0,synthetic
VIS_02513,29,young,Выставка,2,1,5.0,44.0,synthetic
VIS_02514,42,adult,Лекция,6,1,2.0,57.0,synthetic
VIS_02515,44,adult,Выставка,11,1,4.0,100.0,synthetic
VIS_02516,39,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_02517,35,adult,Лекция,4,2,4.5,60.5,synthetic
VIS_02518,47,mature,Мастер-класс,2,1,2.0,29.0,synthetic
VIS_02519,28,young,Лекция,7,0,0.0,49.0,synthetic
VIS_02520,58,mature,Лекция,3,1,3.0,41.0,synthetic
VIS_02521,37,adult,Концерт,2,0,0.0,14.0,synthetic
VIS_02522,35,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02523,42,adult,Лекция,4,2,4.0,58.0,synthetic
VIS_02524,50,mature,Лекция,3,0,0.0,21.0,synthetic
VIS_02525,64,senior,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02526,34,adult,Творческая встреча,3,2,5.0,56.0,synthetic
VIS_02527,38,adult,Концерт,3,0,0.0,21.0,synthetic
VIS_02528,41,adult,Концерт,4,1,2.0,43.0,synthetic
VIS_02529,54,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_02530,45,mature,Творческая встреча,4,0,0.0,28.0,synthetic
VIS_02531,42,adult,Выставка,4,1,5.0,58.0,synthetic
VIS_02532,44,adult,Лекция,3,0,0.0,21.0,synthetic
VIS_02533,41,adult,Выставка,3,0,0.0,21.0,synthetic
VIS_02534,38,adult,Выставка,4,0,0.0,28.0,synthetic
VIS_02535,56,mature,Выставка,7,3,3.67,82.4,synthetic
VIS_02536,38,adult,Концерт,5,4,4.5,77.5,synthetic
VIS_02537,42,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02538,35,adult,Творческая встреча,4,0,0.0,28.0,synthetic
VIS_02539,27,young,Творческая встреча,4,0,0.0,28.0,synthetic
VIS_02540,46,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02541,23,young,Лекция,1,0,0.0,7.0,synthetic
VIS_02542,32,adult,Лекция,3,1,5.0,51.0,synthetic
VIS_02543,48,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_02544,38,adult,Концерт,4,0,0.0,28.0,synthetic
VIS_02545,26,young,Лекция,4,1,3.0,48.0,synthetic
VIS_02546,33,adult,Лекция,6,1,3.0,62.0,synthetic
VIS_02547,33,adult,Лекция,3,0,0.0,21.0,synthetic
VIS_02548,32,adult,Мастер-класс,3,0,0.0,21.0,synthetic
VIS_02549,37,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_02550,25,young,Мастер-класс,2,1,4.0,39.0,synthetic
VIS_02551,18,young,Творческая встреча,1,1,2.0,22.0,synthetic
VIS_02552,56,mature,Выставка,3,0,0.0,21.0,synthetic
VIS_02553,16,school,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02554,58,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_02555,44,adult,Концерт,1,1,3.0,27.0,synthetic
VIS_02556,22,young,Концерт,1,0,0.0,7.0,synthetic
VIS_02557,36,adult,Выставка,2,0,0.0,14.0,synthetic
VIS_02558,33,adult,Лекция,3,0,0.0,21.0,synthetic
VIS_02559,40,adult,Лекция,2,1,3.0,34.0,synthetic
VIS_02560,27,young,Лекция,3,0,0.0,21.0,synthetic
VIS_02561,14,school,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02562,32,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02563,25,young,Лекция,1,1,4.0,32.0,synthetic
VIS_02564,36,adult,Концерт,4,2,4.0,58.0,synthetic
VIS_02565,36,adult,Лекция,4,1,3.0,48.0,synthetic
VIS_02566,26,young,Лекция,10,3,4.33,100.0,synthetic
VIS_02567,13,school,Мастер-класс,1,1,4.0,32.0,synthetic
VIS_02568,58,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_02569,63,senior,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02570,30,adult,Лекция,6,1,4.0,67.0,synthetic
VIS_02571,31,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_02572,47,mature,Мастер-класс,2,0,0.0,14.0,synthetic
VIS_02573,25,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02574,48,mature,Лекция,6,1,4.0,67.0,synthetic
VIS_02575,19,young,Лекция,1,0,0.0,7.0,synthetic
VIS_02576,53,mature,Лекция,5,2,4.0,65.0,synthetic
VIS_02577,30,adult,Выставка,3,1,4.0,46.0,synthetic
VIS_02578,36,adult,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_02579,32,adult,Концерт,1,0,0.0,7.0,synthetic
VIS_02580,48,mature,Лекция,5,0,0.0,35.0,synthetic
VIS_02581,48,mature,Лекция,6,0,0.0,42.0,synthetic
VIS_02582,41,adult,Выставка,6,0,0.0,42.0,synthetic
VIS_02583,44,adult,Лекция,3,0,0.0,21.0,synthetic
VIS_02584,22,young,Лекция,1,0,0.0,7.0,synthetic
VIS_02585,46,mature,Концерт,2,1,4.0,39.0,synthetic
VIS_02586,40,adult,Лекция,5,1,5.0,65.0,synthetic
VIS_02587,64,senior,Выставка,3,0,0.0,21.0,synthetic
VIS_02588,41,adult,Концерт,1,0,0.0,7.0,synthetic
VIS_02589,39,adult,Творческая встреча,3,1,3.0,41.0,synthetic
VIS_02590,35,adult,Творческая встреча,2,0,0.0,14.0,synthetic
VIS_02591,57,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_02592,45,mature,Выставка,2,1,4.0,39.0,synthetic
VIS_02593,48,mature,Лекция,4,2,4.0,58.0,synthetic
VIS_02594,22,young,Концерт,1,0,0.0,7.0,synthetic
VIS_02595,48,mature,Мастер-класс,3,1,5.0,51.0,synthetic
VIS_02596,39,adult,Выставка,8,1,4.0,81.0,synthetic
VIS_02597,50,mature,Концерт,1,0,0.0,7.0,synthetic
VIS_02598,35,adult,Выставка,1,0,0.0,7.0,synthetic
VIS_02599,61,senior,Выставка,3,1,5.0,51.0,synthetic
VIS_02600,36,adult,Мастер-класс,2,0,0.0,14.0,synthetic
VIS_02601,16,school,Выставка,1,0,0.0,7.0,synthetic
VIS_02602,15,school,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02603,43,adult,Концерт,4,0,0.0,28.0,synthetic
VIS_02604,44,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02605,62,senior,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02606,35,adult,Творческая встреча,11,2,5.0,100.0,synthetic
VIS_02607,42,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02608,47,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_02609,27,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02610,51,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02611,47,mature,Лекция,4,1,3.0,48.0,synthetic
VIS_02612,19,young,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02613,35,adult,Выставка,1,0,0.0,7.0,synthetic
VIS_02614,16,school,Лекция,1,0,0.0,7.0,synthetic
VIS_02615,23,young,Концерт,1,0,0.0,7.0,synthetic
VIS_02616,20,young,Выставка,1,0,0.0,7.0,synthetic
VIS_02617,35,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02618,27,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02619,58,mature,Концерт,1,0,0.0,7.0,synthetic
VIS_02620,16,school,Выставка,1,1,5.0,37.0,synthetic
VIS_02621,42,adult,Мастер-класс,6,1,5.0,72.0,synthetic
VIS_02622,44,adult,Лекция,5,0,0.0,35.0,synthetic
VIS_02623,52,mature,Выставка,2,0,0.0,14.0,synthetic
VIS_02624,41,adult,Лекция,7,0,0.0,49.0,synthetic
VIS_02625,49,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_02626,47,mature,Мастер-класс,8,1,5.0,86.0,synthetic
VIS_02627,49,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02628,44,adult,Творческая встреча,4,0,0.0,28.0,synthetic
VIS_02629,34,adult,Лекция,3,0,0.0,21.0,synthetic
VIS_02630,44,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_02631,59,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_02632,65,senior,Выставка,1,1,3.0,27.0,synthetic
VIS_02633,31,adult,Мастер-класс,2,1,5.0,44.0,synthetic
VIS_02634,59,mature,Лекция,3,0,0.0,21.0,synthetic
VIS_02635,43,adult,Лекция,10,2,4.0,100.0,synthetic
VIS_02636,35,adult,Выставка,5,2,4.5,67.5,synthetic
VIS_02637,24,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02638,64,senior,Лекция,1,0,0.0,7.0,synthetic
VIS_02639,24,young,Выставка,2,0,0.0,14.0,synthetic
VIS_02640,43,adult,Творческая встреча,7,1,2.0,64.0,synthetic
VIS_02641,12,school,Мастер-класс,1,1,4.0,32.0,synthetic
VIS_02642,44,adult,Лекция,4,0,0.0,28.0,synthetic
VIS_02643,44,adult,Творческая встреча,1,1,4.0,32.0,synthetic
VIS_02644,39,adult,Мастер-класс,2,0,0.0,14.0,synthetic
VIS_02645,33,adult,Выставка,9,0,0.0,63.0,synthetic
VIS_02646,43,adult,Выставка,8,1,5.0,86.0,synthetic
VIS_02647,45,mature,Концерт,2,0,0.0,14.0,synthetic
VIS_02648,38,adult,Выставка,1,0,0.0,7.0,synthetic
VIS_02649,41,adult,Выставка,1,0,0.0,7.0,synthetic
VIS_02650,45,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_02651,46,mature,Творческая встреча,5,1,5.0,65.0,synthetic
VIS_02652,43,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02653,31,adult,Лекция,3,1,5.0,51.0,synthetic
VIS_02654,48,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_02655,37,adult,Лекция,4,1,3.0,48.0,synthetic
VIS_02656,35,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_02657,44,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02658,27,young,Лекция,1,0,0.0,7.0,synthetic
VIS_02659,30,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_02660,47,mature,Лекция,5,1,4.0,60.0,synthetic
VIS_02661,26,young,Лекция,1,0,0.0,7.0,synthetic
VIS_02662,41,adult,Мастер-класс,5,1,4.0,60.0,synthetic
VIS_02663,24,young,Лекция,4,0,0.0,28.0,synthetic
VIS_02664,52,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02665,45,mature,Концерт,1,0,0.0,7.0,synthetic
VIS_02666,26,young,Мастер-класс,1,1,2.0,22.0,synthetic
VIS_02667,44,adult,Лекция,6,1,3.0,62.0,synthetic
VIS_02668,38,adult,Творческая встреча,4,1,5.0,58.0,synthetic
VIS_02669,32,adult,Мастер-класс,1,1,1.0,17.0,synthetic
VIS_02670,37,adult,Творческая встреча,3,1,5.0,51.0,synthetic
VIS_02671,37,adult,Выставка,4,1,4.0,53.0,synthetic
VIS_02672,33,adult,Мастер-класс,4,0,0.0,28.0,synthetic
VIS_02673,52,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_02674,37,adult,Выставка,3,1,4.0,46.0,synthetic
VIS_02675,57,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_02676,57,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02677,65,senior,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02678,63,senior,Лекция,1,0,0.0,7.0,synthetic
VIS_02679,17,school,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02680,35,adult,Концерт,1,0,0.0,7.0,synthetic
VIS_02681,37,adult,Выставка,2,0,0.0,14.0,synthetic
VIS_02682,40,adult,Творческая встреча,5,1,3.0,55.0,synthetic
VIS_02683,44,adult,Лекция,6,1,5.0,72.0,synthetic
VIS_02684,41,adult,Творческая встреча,1,1,5.0,37.0,synthetic
VIS_02685,50,mature,Лекция,2,0,0.0,14.0,synthetic
VIS_02686,50,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_02687,46,mature,Выставка,3,1,3.0,41.0,synthetic
VIS_02688,30,adult,Концерт,8,1,3.0,76.0,synthetic
VIS_02689,35,adult,Творческая встреча,7,0,0.0,49.0,synthetic
VIS_02690,30,adult,Лекция,2,1,5.0,44.0,synthetic
VIS_02691,29,young,Выставка,2,1,5.0,44.0,synthetic
VIS_02692,38,adult,Лекция,6,1,5.0,72.0,synthetic
VIS_02693,27,young,Творческая встреча,3,1,4.0,46.0,synthetic
VIS_02694,30,adult,Лекция,3,1,4.0,46.0,synthetic
VIS_02695,38,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02696,56,mature,Творческая встреча,1,1,4.0,32.0,synthetic
VIS_02697,43,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_02698,33,adult,Мастер-класс,8,2,4.0,86.0,synthetic
VIS_02699,43,adult,Мастер-класс,9,0,0.0,63.0,synthetic
VIS_02700,33,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_02701,44,adult,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_02702,46,mature,Лекция,3,0,0.0,21.0,synthetic
VIS_02703,50,mature,Мастер-класс,5,1,5.0,65.0,synthetic
VIS_02704,23,young,Лекция,1,0,0.0,7.0,synthetic
VIS_02705,46,mature,Концерт,3,0,0.0,21.0,synthetic
VIS_02706,50,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02707,44,adult,Выставка,2,0,0.0,14.0,synthetic
VIS_02708,34,adult,Лекция,2,1,5.0,44.0,synthetic
VIS_02709,45,mature,Творческая встреча,3,1,3.0,41.0,synthetic
VIS_02710,58,mature,Лекция,2,1,5.0,44.0,synthetic
VIS_02711,45,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02712,34,adult,Концерт,6,2,3.0,67.0,synthetic
VIS_02713,41,adult,Концерт,4,0,0.0,28.0,synthetic
VIS_02714,52,mature,Лекция,2,0,0.0,14.0,synthetic
VIS_02715,22,young,Лекция,2,0,0.0,14.0,synthetic
VIS_02716,41,adult,Творческая встреча,4,0,0.0,28.0,synthetic
VIS_02717,49,mature,Выставка,3,0,0.0,21.0,synthetic
VIS_02718,39,adult,Лекция,5,1,5.0,65.0,synthetic
VIS_02719,17,school,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02720,47,mature,Творческая встреча,5,0,0.0,35.0,synthetic
VIS_02721,36,adult,Лекция,5,2,3.5,62.5,synthetic
VIS_02722,44,adult,Концерт,3,0,0.0,21.0,synthetic
VIS_02723,32,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_02724,44,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_02725,29,young,Творческая встреча,7,1,5.0,79.0,synthetic
VIS_02726,21,young,Лекция,9,2,4.5,95.5,synthetic
VIS_02727,27,young,Лекция,1,0,0.0,7.0,synthetic
VIS_02728,24,young,Лекция,1,0,0.0,7.0,synthetic
VIS_02729,54,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02730,39,adult,Лекция,3,1,2.0,36.0,synthetic
VIS_02731,28,young,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02732,23,young,Концерт,1,0,0.0,7.0,synthetic
VIS_02733,54,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02734,45,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_02735,31,adult,Лекция,4,0,0.0,28.0,synthetic
VIS_02736,47,mature,Концерт,2,1,2.0,29.0,synthetic
VIS_02737,49,mature,Выставка,2,0,0.0,14.0,synthetic
VIS_02738,37,adult,Творческая встреча,2,1,5.0,44.0,synthetic
VIS_02739,33,adult,Мастер-класс,2,0,0.0,14.0,synthetic
VIS_02740,26,young,Выставка,1,0,0.0,7.0,synthetic
VIS_02741,38,adult,Мастер-класс,1,1,5.0,37.0,synthetic
VIS_02742,22,young,Выставка,2,1,5.0,44.0,synthetic
VIS_02743,52,mature,Выставка,3,1,3.0,41.0,synthetic
VIS_02744,57,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_02745,26,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02746,51,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_02747,35,adult,Творческая встреча,6,2,3.0,67.0,synthetic
VIS_02748,36,adult,Мастер-класс,2,0,0.0,14.0,synthetic
VIS_02749,44,adult,Концерт,2,0,0.0,14.0,synthetic
VIS_02750,43,adult,Выставка,4,2,4.5,60.5,synthetic
VIS_02751,30,adult,Концерт,2,0,0.0,14.0,synthetic
VIS_02752,43,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_02753,37,adult,Творческая встреча,2,0,0.0,14.0,synthetic
VIS_02754,49,mature,Лекция,7,1,2.0,64.0,synthetic
VIS_02755,44,adult,Выставка,3,0,0.0,21.0,synthetic
VIS_02756,30,adult,Концерт,2,0,0.0,14.0,synthetic
VIS_02757,34,adult,Творческая встреча,7,4,3.25,85.2,synthetic
VIS_02758,43,adult,Лекция,2,1,4.0,39.0,synthetic
VIS_02759,42,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02760,39,adult,Лекция,4,0,0.0,28.0,synthetic
VIS_02761,64,senior,Лекция,1,0,0.0,7.0,synthetic
VIS_02762,62,senior,Лекция,1,0,0.0,7.0,synthetic
VIS_02763,39,adult,Лекция,5,0,0.0,35.0,synthetic
VIS_02764,29,young,Выставка,3,0,0.0,21.0,synthetic
VIS_02765,40,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_02766,32,adult,Мастер-класс,9,2,5.0,98.0,synthetic
VIS_02767,43,adult,Лекция,6,0,0.0,42.0,synthetic
VIS_02768,38,adult,Лекция,3,1,4.0,46.0,synthetic
VIS_02769,37,adult,Выставка,4,1,5.0,58.0,synthetic
VIS_02770,20,young,Лекция,9,1,4.0,88.0,synthetic
VIS_02771,21,young,Творческая встреча,1,1,3.0,27.0,synthetic
VIS_02772,37,adult,Мастер-класс,3,0,0.0,21.0,synthetic
VIS_02773,22,young,Выставка,3,0,0.0,21.0,synthetic
VIS_02774,48,mature,Выставка,2,0,0.0,14.0,synthetic
VIS_02775,29,young,Мастер-класс,5,3,3.33,66.6,synthetic
VIS_02776,23,young,Выставка,3,0,0.0,21.0,synthetic
VIS_02777,26,young,Лекция,4,1,4.0,53.0,synthetic
VIS_02778,52,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_02779,66,senior,Выставка,1,0,0.0,7.0,synthetic
VIS_02780,57,mature,Лекция,1,1,4.0,32.0,synthetic
VIS_02781,42,adult,Мастер-класс,7,2,3.0,74.0,synthetic
VIS_02782,34,adult,Творческая встреча,6,1,5.0,72.0,synthetic
VIS_02783,46,mature,Лекция,4,1,5.0,58.0,synthetic
VIS_02784,47,mature,Лекция,4,0,0.0,28.0,synthetic
VIS_02785,36,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_02786,32,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_02787,47,mature,Лекция,4,1,5.0,58.0,synthetic
VIS_02788,43,adult,Выставка,4,0,0.0,28.0,synthetic
VIS_02789,30,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02790,46,mature,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_02791,27,young,Лекция,1,0,0.0,7.0,synthetic
VIS_02792,29,young,Концерт,3,0,0.0,21.0,synthetic
VIS_02793,34,adult,Выставка,3,1,5.0,51.0,synthetic
VIS_02794,23,young,Концерт,1,0,0.0,7.0,synthetic
VIS_02795,39,adult,Творческая встреча,6,0,0.0,42.0,synthetic
VIS_02796,31,adult,Лекция,11,3,3.67,100.0,synthetic
VIS_02797,35,adult,Лекция,3,1,4.0,46.0,synthetic
VIS_02798,47,mature,Творческая встреча,8,0,0.0,56.0,synthetic
VIS_02799,32,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_02800,18,young,Выставка,1,0,0.0,7.0,synthetic
VIS_02801,34,adult,Творческая встреча,5,3,3.33,66.6,synthetic
VIS_02802,41,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02803,31,adult,Творческая встреча,6,0,0.0,42.0,synthetic
VIS_02804,29,young,Мастер-класс,5,3,4.67,73.4,synthetic
VIS_02805,33,adult,Мастер-класс,5,2,3.0,60.0,synthetic
VIS_02806,49,mature,Творческая встреча,4,0,0.0,28.0,synthetic
VIS_02807,39,adult,Концерт,1,1,5.0,37.0,synthetic
VIS_02808,22,young,Выставка,1,0,0.0,7.0,synthetic
VIS_02809,24,young,Концерт,1,0,0.0,7.0,synthetic
VIS_02810,44,adult,Творческая встреча,6,1,5.0,72.0,synthetic
VIS_02811,36,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_02812,26,young,Мастер-класс,1,1,2.0,22.0,synthetic
VIS_02813,51,mature,Лекция,3,1,4.0,46.0,synthetic
VIS_02814,42,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02815,54,mature,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_02816,28,young,Творческая встреча,6,1,5.0,72.0,synthetic
VIS_02817,29,young,Лекция,2,0,0.0,14.0,synthetic
VIS_02818,32,adult,Лекция,5,1,3.0,55.0,synthetic
VIS_02819,24,young,Выставка,5,1,5.0,65.0,synthetic
VIS_02820,33,adult,Выставка,8,0,0.0,56.0,synthetic
VIS_02821,47,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_02822,35,adult,Концерт,2,0,0.0,14.0,synthetic
VIS_02823,35,adult,Выставка,2,1,5.0,44.0,synthetic
VIS_02824,40,adult,Мастер-класс,7,1,3.0,69.0,synthetic
VIS_02825,48,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_02826,42,adult,Мастер-класс,4,1,3.0,48.0,synthetic
VIS_02827,28,young,Мастер-класс,5,0,0.0,35.0,synthetic
VIS_02828,65,senior,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_02829,55,mature,Мастер-класс,1,0,0.0,7.0,synthetic
